node,degree,shell,x,y,is_hub
110,5,2,-0.1178413617803651,0.28006470866116023,0
111,4,1,0.15104029941379304,-0.21524348535219265,0
112,4,2,0.076223040147352289,0.3294196021264042,0
113,6,3,0.1576490529391289,0.44462591601228418,0
114,5,2,-0.23425138589460964,-0.25475013768932542,0
115,4,2,0.13822339325813698,-0.34973672383147558,0
116,2,1,-0.10502076303985257,0.12123008690263423,0
117,6,2,-0.3219065412864392,-0.065826037238856661,0
118,7,2,0.10514423246538337,0.31013693823593508,0
119,9,1,-0.19054681463232528,-0.064252071083196804,0
120,5,2,-0.12818026123357407,0.29741292939431957,0
121,9,1,0.11512147537936029,-0.21807101478015592,0
122,9,2,-0.32537721407298448,-0.04266862336115701,0
123,8,2,0.10815466109139055,0.29971984667475199,0
124,9,2,-0.091776573330946881,0.27341000108180469,0
125,9,1,-0.16841578505302446,0.070428185274987537,0
126,3,2,-0.30141810196935781,-0.093431527397347086,0
127,4,1,0.22439828947017348,0.012754475394446879,0
128,6,2,-0.33075026996506751,-0.070745363101506448,0
129,6,2,-0.10660827431087659,0.28420802318614036,0
130,7,2,-0.24225677793373482,-0.2400119308584108,0
131,9,1,0.06027454234584266,0.15580888566806178,0
132,6,1,0.00248493261547722,-0.23132352662697711,0
133,3,2,0.048407297526038881,0.33841422824607892,0
134,5,2,-0.12358652777810639,0.28285457441841722,0
135,6,1,-0.20070396385084993,-0.082203545875986217,0
136,5,2,0.087760443833387686,0.32143523368926008,0
137,7,1,0.19823076734477196,-0.12498713946785298,0
138,11,2,-0.068960127510590205,-0.347139845064806,0
139,7,1,0.053197456019109662,0.16015711220781886,0
140,8,1,0.17586619836311371,0.10107064022123126,0
141,3,2,-0.22319228874368943,-0.29104337440334493,0
142,2,2,0.011199375605020684,0.29938564366116027,0
143,12,1,0.070125489081361556,0.18869722166824471,0
144,10,2,-0.099392824154882237,0.30471375743529616,0
145,7,2,-0.31298646584876488,-0.05731802931587085,0
146,6,2,-0.25683216630074801,-0.2569977094982776,0
147,6,1,0.052388526763122112,0.19203138356144195,0
148,4,1,0.20214000416334565,-0.11449753800201912,0
149,7,2,0.10410070155855711,0.31168407217827704,0
150,4,2,0.075639177003438474,0.33557753107660693,0
151,3,1,-0.17996580685175478,-0.10063534839306071,0
152,7,1,-0.18286877543515515,-0.074279197100383137,0
153,2,1,0.22831643236815774,0.05013984694630326,0
154,6,1,0.129363793621316,-0.22574512693697316,0
155,3,2,0.046789612297407301,0.33545350830420373,0
156,8,2,0.10934844882702854,0.31008922224881041,0
157,5,2,0.082283143258418845,0.29802872977200595,0
158,5,2,0.081987640449887406,0.3040637353891335,0
159,3,1,0.022177161479313298,0.16687214090435293,0
160,5,1,-0.15402618182507588,-0.078045891612627316,0
161,2,3,-0.42342247883640582,0.1526464754503295,0
162,2,2,0.0088089735543029138,0.32286997324429723,0
